patent,country,url,date_submitted,date_issued,title,wikidata,inventor,assignee,cpc,collections
US1644580,US,https://patents.google.com/patent/US1644580A/en,1925-03-28,1927-10-04,Animated Advertising Device,http://www.wikidata.org/entity/Q73424091,William Gordon Gould,,G09F19/18,WestheimerF12
US1644781,US,https://patents.google.com/patent/US1644781A/en,1926-01-02,1927-10-11,Projecting Apparatus,http://www.wikidata.org/entity/Q73424097,Clinton Bidwell Holman; Egbert L. Ege,,G03B21/00,WestheimerF12
US1645367,US,https://patents.google.com/patent/US1645367A/en,1926-04-06,1927-10-11,Optical Projection System,http://www.wikidata.org/entity/Q73424104,Johannes Robert Carl August,,G03B27/38,
US1645590,US,https://patents.google.com/patent/US1645590A/en,1923-06-02,1927-10-18,Photographic Appliance,http://www.wikidata.org/entity/Q73585477,Victor C. Ernst,,G03B17/245; G03B2217/241; G03B2217/243,WestheimerF12
US1646855,US,https://patents.google.com/patent/US1646855A/en,1927-01-04,1927-10-25,Motion-picture Exhibiting,http://www.wikidata.org/entity/Q73424131,Riccio Lorenzo Del,,G03B21/00,WestheimerF12
US1649689,US,https://patents.google.com/patent/US1649689A/en,1921-12-24,1927-11-15,Means for Representing in Optical Way Scenery and Other Objects in Stages Or the Like,http://www.wikidata.org/entity/Q73424136,Max Hasait,Ars Ab,F21S2/00,WestheimerF12
US1651248,US,https://patents.google.com/patent/US1651248A/en,1922-01-26,1927-11-29,Rival Photograph,http://www.wikidata.org/entity/Q73424139,Charles Bouin,,G03C9/00; Y10T428/24488; Y10T428/2457,WestheimerF14
US1651467,US,https://patents.google.com/patent/US1651467A/en,1922-02-01,1927-12-06,Picture-projecting Apparatus,http://www.wikidata.org/entity/Q73585480,Paul A. Nothstine,,G03B21/00,WestheimerF12
US1655850,US,https://patents.google.com/patent/US1655850A/en,1921-12-15,1928-01-10,Photographic Camera,http://www.wikidata.org/entity/Q73585482,George E. Watts,,G02B27/1066; G02B27/143,WestheimerF12
US1655524,US,https://patents.google.com/patent/US1655524A/en,1926-03-10,1928-01-10,Changeable Sign,http://www.wikidata.org/entity/Q73424157,George J. Teague,,G09F11/02; G09F13/34,
US1658509,US,https://patents.google.com/patent/US1658509A/en,1925-10-07,1928-02-07,Surface-ornamenting Process and Apparatus,http://www.wikidata.org/entity/Q73424162,Murray C. Beebe,Wadsworth Watch Case Co,G03F7/24,WestheimerF12
US1661033,US,https://patents.google.com/patent/US1661033A/en,1926-07-19,1928-02-28,Method of and Means for Displaying A Fixed Picture in Conjunction with A Series of Symbols for Conveying Related Ideas,http://www.wikidata.org/entity/Q73424167,Howard Dock,,G03B21/00,WestheimerF12
US1669027,US,https://patents.google.com/patent/US1669027A/en,1926-07-16,1928-05-08,Machine for Printing Photographs,http://www.wikidata.org/entity/Q73430302,Francis Seymour Haden,,G03B27/68,WestheimerF12
US1669407,US,https://patents.google.com/patent/US1669407A/en,1923-10-02,1928-05-15,Method and Apparatus for Producing Composite Motion Pictures,http://www.wikidata.org/entity/Q73585486,Pierre Artiguet,,G03B15/08,WestheimerF12
US1669963,US,https://patents.google.com/patent/US1669963A/en,1926-02-17,1928-05-15,Method of Taking Composite Motion Pictures,http://www.wikidata.org/entity/Q73424172,Paul W. Youngblood,,G03B15/08,HinelineProcess; WestheimerF12
US1672631,US,https://patents.google.com/patent/US1672631A/en,1925-08-21,1928-06-05,Translucent Screen for Projection Machines,http://www.wikidata.org/entity/Q73424176,Ernest A. Troeger,Trans Lux Daylight Picture,G03B21/62; Y10S428/906; Y10T428/26,WestheimerF12
US1673019,US,https://patents.google.com/patent/US1673019A/en,1925-12-19,1928-06-12,Method of Producing Composite Photographs,http://www.wikidata.org/entity/Q73585488,Roy Pomeroy,Famous Players Lasky Corp,G03B15/08,PatentPool; DunningPomeroyParamountDeal; HinelineProcess; StullProducersPool; WestheimerF12
US1673793,US,https://patents.google.com/patent/US1673793A/en,1922-06-22,1928-06-19,Binocular Composite Photograph and Method of and Apparatus for the Photography of Composite Pictures,http://www.wikidata.org/entity/Q73430315,"Adelbert Ames, Jr.",,G03B35/00,WestheimerF12; WestheimerF14
US1678320,US,https://patents.google.com/patent/US1678320A/en,1927-02-08,1928-07-24,Animated Sign,http://www.wikidata.org/entity/Q73424199,Samuel J. Blocker,,G09F11/23,WestheimerF12
US1686987,US,https://patents.google.com/patent/US1686987A/en,1927-02-07,1928-10-09,Method of Making Composite Pictures,http://www.wikidata.org/entity/Q73585492,Roy Pomeroy,,G03B15/08,PatentPool; DunningPomeroyParamountDeal; HinelineProcess; WestheimerF12
US1690039,US,https://patents.google.com/patent/US1690039A/en,1923-09-15,1928-10-30,Art of Making Motion Pictures,http://www.wikidata.org/entity/Q73430329,Eugen Schüfftan,,G03B15/08,HinelineProcess; WestheimerF12
USRE17125E,US,https://patents.google.com/patent/USRE17125E/en,1927-11-28,1928-11-06,Method of Making Motion-picture Films,http://www.wikidata.org/entity/Q73424202,John F. Seitz,,G03B15/08,WestheimerF13
USRe17125,US,https://patents.google.com/patent/USRe17125A/en,1922-12-12,1928-11-06,Method of Making Motion-Picture Films,http://www.wikidata.org/entity/Q73585493,John F. Seitz,,,HinelineProcess
US1692347,US,https://patents.google.com/patent/US1692347A/en,1926-11-12,1928-11-20,Optical Printer,http://www.wikidata.org/entity/Q73424207,Freeman H. Owens,,G03B27/475,
US1697315,US,https://patents.google.com/patent/US1697315A/en,1926-04-26,1929-01-01,Simplified Double Exposure Method,http://www.wikidata.org/entity/Q73430340,Max B. Handschiegl,Bessie Handschiegl,G03B15/08,HinelineProcess; WestheimerF12; WestheimerF14
US1698221,US,https://patents.google.com/patent/US1698221A/en,1925-12-29,1929-01-08,Method of and Apparatus for Displaying Scenic Relief Effects,http://www.wikidata.org/entity/Q73424211,Richard M. Craig,,G02B27/2207,WestheimerF12
US1698333,US,https://patents.google.com/patent/US1698333A/en,1924-10-03,1929-01-08,Direct-viewing Photographic Camera,http://www.wikidata.org/entity/Q73424227,Albert S. Howell,Bell & Howell Comp,G03B13/20; Y10T74/1532,WestheimerF12
US1698448,US,https://patents.google.com/patent/US1698448A/en,1924-08-25,1929-01-08,Double-Exposure Process,http://www.wikidata.org/entity/Q73424233,Norman Osann,,G03C5/06; Y10S430/153,HinelineProcess; WestheimerF12; WestheimerF14
US1698178,US,https://patents.google.com/patent/US1698178A/en,1924-09-18,1929-01-08,Process of and Means for Producing Motion Pictures,http://www.wikidata.org/entity/Q73424238,H. R. van Deventer,,G03B15/08,
US1699689,US,https://patents.google.com/patent/US1699689A/en,1925-08-11,1929-01-22,Advertising Apparatus,http://www.wikidata.org/entity/Q73585495,Malcolm Curry,,G09F19/00,WestheimerF12
US1700496,US,https://patents.google.com/patent/US1700496A/en,1927-04-28,1929-01-29,Method of Identifying Precious Stones,http://www.wikidata.org/entity/Q73424250,Frank Heitzler,,G01N33/381; G01N21/87,WestheimerF12
US1700497,US,https://patents.google.com/patent/US1700497A/en,1927-04-28,1929-01-29,Apparatus for Use in Identifying Precious Stones,http://www.wikidata.org/entity/Q73424260,Frank Heitzler,,G01N33/381,WestheimerF12
US1709318,US,https://patents.google.com/patent/US1709318A/en,1923-01-04,1929-04-16,Image-projecting Strip and Process of Producing Same,http://www.wikidata.org/entity/Q73424267,August Makart,Augustin J. Powers,G03D15/00,WestheimerF14
US1715127,US,https://patents.google.com/patent/US1715127A/en,1927-02-23,1929-05-28,Means for Producing Animated Pictures,http://www.wikidata.org/entity/Q73424273,Frank Lyle Goldman,Carpenter Goldman Lab Inc,G03B15/08,WestheimerF12; WestheimerF14
US1715510,US,https://patents.google.com/patent/US1715510A/en,1927-02-07,1929-06-04,Method of Making Composite Pictures,http://www.wikidata.org/entity/Q73585498,Roy Pomeroy,Paramount Famous Lasky Corp,G03B15/08,PatentPool; DunningPomeroyParamountDeal; HinelineProcess; WestheimerF12
US1716768,US,https://patents.google.com/patent/US1716768A/en,1923-01-17,1929-06-11,Guide Plate for Reproducing Three Dimensional Figures and Apparatus for and Process of Making the Same,http://www.wikidata.org/entity/Q73424277,Howard M. Edmunds,,G03B17/26,WestheimerF12
USRE17330E,US,https://patents.google.com/patent/USRE17330E/en,1924-03-08,1929-06-18,Method of Motion-picture Composition,http://www.wikidata.org/entity/Q73430383,Frank D. Williams,Patents Process Inc,G03B15/08,WestheimerF13
USRe17330,US,https://patents.google.com/patent/USRe17330A/en,1924-03-08,1929-06-18,Method of Motion-Picture Composition,http://www.wikidata.org/entity/Q73585499,Frank D. Williams,,,
US1722092,US,https://patents.google.com/patent/US1722092A/en,1926-04-21,1929-07-23,Photographic Strip Negative and Color-print-making System,http://www.wikidata.org/entity/Q73430387,Frederic Eugene Ives,,G03C7/00,WestheimerF12
US1722935,US,https://patents.google.com/patent/US1722935A/en,1927-12-19,1929-07-30,Target-practice Apparatus,http://www.wikidata.org/entity/Q73430391,Oskar Messter,,F41G3/2605,WestheimerF12
US1723926,US,https://patents.google.com/patent/US1723926A/en,1927-07-19,1929-08-06,Information-recording Attachment for Cameras,http://www.wikidata.org/entity/Q73430395,Sherman Fairchild,,G03B15/08,WestheimerF12
US1724566,US,https://patents.google.com/patent/US1724566A/en,1927-05-23,1929-08-13,Telephoto Camera,http://www.wikidata.org/entity/Q73424279,Davidson Clinton,,G03B15/00,WestheimerF14
US1730346,US,https://patents.google.com/patent/US1730346A/en,1928-10-01,1929-10-08,Camera,http://www.wikidata.org/entity/Q73585500,Loring W. Beeson; John A. Beeson,,G03B15/00,WestheimerF14
US1734780,US,https://patents.google.com/patent/US1734780A/en,1928-07-21,1929-11-05,Apparatus for Producing Margined Photographs,http://www.wikidata.org/entity/Q73424299,Luther G. Simjian,,G03B15/00,WestheimerF12
US1735109,US,https://patents.google.com/patent/US1735109A/en,1927-02-08,1929-11-12,Process of and Apparatus for Making Aerial Photographs,http://www.wikidata.org/entity/Q73424304,Leon T. Eliel,,G03B19/023; G01C11/02; G03B17/17; G03B37/04,WestheimerF12
US1737021,US,https://patents.google.com/patent/US1737021A/en,1926-11-23,1929-11-26,Method of Making Composite Pictures,http://www.wikidata.org/entity/Q73424308,Gordon B. Pollock,,G03B15/08,PatentPool; HinelineProcess; StullProducersPool; WestheimerF12
GB322493,GB,http://worldwide.espacenet.com/publicationDetails/biblio?FT=D&date=19291206&DB=worldwide.espacenet.com&locale=en_EP&CC=GB&NR=322493A&KC=A&ND=5,1928-09-06,1929-12-06,Improvements Relating to the Production of Kinematographic Combination Pictures,http://www.wikidata.org/entity/Q73424312,Willy Koehler,,,
US1740499,US,https://patents.google.com/patent/US1740499A/en,1926-09-13,1929-12-24,Animated Signboard,http://www.wikidata.org/entity/Q73424325,Rex Cordill; Henry C. Yunker,Cordill,G09F19/18,WestheimerF12
US1742680,US,https://patents.google.com/patent/US1742680A/en,1925-11-12,1930-01-07,Method of Making Motion Pictures,http://www.wikidata.org/entity/Q73585503,Pierre Artiguet,,G03B15/08,HinelineProcess; WestheimerF12
DE488391,DE,http://depatisnet.dpma.de/DepatisNet/depatisnet?action=bibdat&docid=DE000000488391A,1927-12-22,1930-01-08,Kinematographische Zerrbilder-Aufnahmeeinrichtung,http://www.wikidata.org/entity/Q73430443,Emil Schumburg,,,
US1749062,US,https://patents.google.com/patent/US1749062A/en,1927-04-27,1930-03-04,Sign Device,http://www.wikidata.org/entity/Q73424335,Arthur R. Bloom,,G09F13/04,WestheimerF12
US1749187,US,https://patents.google.com/patent/US1749187A/en,1927-08-31,1930-03-04,Method of and Apparatus for Presenting Theatrical Impressions,http://www.wikidata.org/entity/Q73424339,John H. Leavell,,G03B15/08; A63J2005/008,WestheimerF14
US1749961,US,https://patents.google.com/patent/US1749961A/en,1927-03-19,1930-03-11,"Method of Producing Cinematographic Titles, Headlines, Announcements, and the Like",http://www.wikidata.org/entity/Q73424344,Johann Jacob Friedrich Stock; Paul Effing,,G03B15/08,WestheimerF12
US1750883,US,https://patents.google.com/patent/US1750883A/en,1926-11-15,1930-03-18,Apparatus for Producing Distorted Pictures,http://www.wikidata.org/entity/Q73424358,George William Ford,Herbert George Ponting,G02B13/08,WestheimerF14
US1752753,US,https://patents.google.com/patent/US1752753A/en,1926-11-12,1930-04-01,Optical Printer,http://www.wikidata.org/entity/Q73585504,Freeman H. Owens,,G03B27/475,
US1755129,US,https://patents.google.com/patent/US1755129A/en,1926-07-14,1930-04-15,Method of Making Composite Photographs,http://www.wikidata.org/entity/Q73585507,Roy Pomeroy,Famous Players Lasky Corp,G03B15/08,PatentPool; DunningPomeroyParamountDeal; HinelineProcess; StullProducersPool; WestheimerF12; WestheimerF14
US1755130,US,https://patents.google.com/patent/US1755130A/en,1926-07-14,1930-04-15,Method of Making Composite Photographs,http://www.wikidata.org/entity/Q73585509,Roy Pomeroy,Famous Players Lasky Corp,G03B15/08; Y10S430/153,PatentPool; DunningPomeroyParamountDeal; StullProducersPool; WestheimerF12; WestheimerF14
US1755105,US,https://patents.google.com/patent/US1755105A/en,1928-03-13,1930-04-15,Camera Attachment,http://www.wikidata.org/entity/Q73585511,Leon F. Douglass,,G03B15/00,
US1755487,US,https://patents.google.com/patent/US1755487A/en,1926-11-22,1930-04-22,Optical Printer,http://www.wikidata.org/entity/Q73585512,Freeman H. Owens,,G03B27/475,
US1756426,US,https://patents.google.com/patent/US1756426A/en,1927-11-28,1930-04-29,Photographic Printing,http://www.wikidata.org/entity/Q73424370,Frank E. Garbutt,,G03B27/475,WestheimerF12
US1758589,US,https://patents.google.com/patent/US1758589A/en,1927-12-21,1930-05-13,Light-projection Display,http://www.wikidata.org/entity/Q73424378,Wilfred Thomas,,G09F13/00,WestheimerF12
US1760156,US,https://patents.google.com/patent/US1760156A/en,1927-06-18,1930-05-27,Motion-Picture Photography,http://www.wikidata.org/entity/Q73424383,Ned Herbert Mann,,G03B15/08,WestheimerF12
US1764490,US,https://patents.google.com/patent/US1764490A/en,1925-11-12,1930-06-17,Method of Making Motion Pictures,http://www.wikidata.org/entity/Q73585513,Pierre Artiguet,,G03B15/08,WestheimerF12
US1767668,US,https://patents.google.com/patent/US1767668A/en,1926-04-12,1930-06-24,Means and Method for Taking Moving Pictures,http://www.wikidata.org/entity/Q73430494,D. W. Griffith,,G03B15/08,WestheimerF12
US1771029,US,https://patents.google.com/patent/US1771029A/en,1929-01-02,1930-07-22,Motion-Picture Film and Method of Producing,http://www.wikidata.org/entity/Q73424388,Jakob Burkhardt,Third Dimension Pictures Inc,G03B35/00,HinelineProcess; WestheimerF12
US1775237,US,https://patents.google.com/patent/US1775237A/en,1928-11-24,1930-09-09,Stage Vision Apparatus,http://www.wikidata.org/entity/Q73424391,Herbert M. Dawley; Frank C. Reilly,Reilly,A63J15/00,WestheimerF14
US1776269,US,https://patents.google.com/patent/US1776269A/en,1925-12-19,1930-09-23,Correction of Color Transparencies,http://www.wikidata.org/entity/Q73430502,Roy Pomeroy,Paramount Famous Lasky Corp,G03C7/18,PatentPool; DunningPomeroyParamountDeal; HinelineProcess; StullProducersPool; WestheimerF12
US1777828,US,https://patents.google.com/patent/US1777828A/en,1924-11-29,1930-10-07,Sound-picture Photography,http://www.wikidata.org/entity/Q73430505,Lee de Forest,Gen Talking Pictures Corp,G03B31/00,WestheimerF12
US1778495,US,https://patents.google.com/patent/US1778495A/en,1928-09-10,1930-10-14,Method of and Means for Titling Moving-picture Films,http://www.wikidata.org/entity/Q73424396,Edward Mason Hawes,,G03B15/08,WestheimerF12
US1785336,US,https://patents.google.com/patent/US1785336A/en,1929-04-22,1930-12-16,Moving-Picture Film and Method of Making,http://www.wikidata.org/entity/Q73585514,Jakob Burkhardt,Third Dimension Pictures Inc,G03B15/08,HinelineProcess; WestheimerF12
US1786220,US,https://patents.google.com/patent/US1786220A/en,1926-11-12,1930-12-23,Optical Printer,http://www.wikidata.org/entity/Q73585516,Freeman H. Owens,,G03B27/475,
US1787023,US,https://patents.google.com/patent/US1787023A/en,1926-11-22,1930-12-30,Camera and Method of Photography,http://www.wikidata.org/entity/Q73424403,John F. Seitz,,G03B15/08,WestheimerF12
US1788740,US,https://patents.google.com/patent/US1788740A/en,1927-02-07,1931-01-13,Method of Making Composite Pictures,http://www.wikidata.org/entity/Q73585518,Roy Pomeroy,Paramount Publix Corp,G03B15/08,PatentPool; DunningPomeroyParamountDeal; HinelineProcess; WestheimerF12
US1789112,US,https://patents.google.com/patent/US1789112A/en,1926-07-07,1931-01-13,Optical Printer,http://www.wikidata.org/entity/Q73585519,Freeman H. Owens,,G03B27/475,
GB343038,GB,https://worldwide.espacenet.com/publicationDetails/biblio?II=0&ND=3&adjacent=true&locale=en_EP&FT=D&date=19310211&CC=GB&NR=343038A&KC=A,1929-08-03,1931-02-11,Process of Producing Acoustic Trick-Films,http://www.wikidata.org/entity/Q73424415,Selephon Licht- und Tonbildgesellschaft,,,
US1793698,US,https://patents.google.com/patent/US1793698A/en,1927-10-08,1931-02-24,Camera,http://www.wikidata.org/entity/Q73585522,Harry C. Jones,,G03B27/44,WestheimerF12
US1795742,US,https://patents.google.com/patent/US1795742A/en,1927-08-16,1931-03-10,Set Or Scenery,http://www.wikidata.org/entity/Q73424422,Earl I. Sponable,Fox Case Corp,G03B15/06,WestheimerF14
FR700997,FR,http://worldwide.espacenet.com/publicationDetails/biblio?DB=EPODOC&II=0&ND=3&adjacent=true&locale=en_EP&FT=D&date=19310310&CC=FR&NR=700997A&KC=A,1931-01-05,1931-03-10,Procédé d'obtention d'images composites,http://www.wikidata.org/entity/Q73430528,Roy Pomeroy,,,PatentPool
FR701387,FR,http://worldwide.espacenet.com/publicationDetails/biblio?DB=EPODOC&II=0&ND=3&adjacent=true&locale=en_EP&FT=D&date=19310316&CC=FR&NR=701387A&KC=A,1931-01-07,1931-03-16,Procédé de correction des transparents colorés,http://www.wikidata.org/entity/Q73430531,Roy Pomeroy,,,PatentPool
US1801656,US,https://patents.google.com/patent/US1801656A/en,1929-09-18,1931-04-21,Moving-Picture Film,http://www.wikidata.org/entity/Q73585524,Jakob Burkhardt,Third Dimension Pictures Inc,G03B15/08; G03B35/00,HinelineProcess; WestheimerF13
US1801450,US,https://patents.google.com/patent/US1801450A/en,1926-11-12,1931-04-21,Optical Printer,http://www.wikidata.org/entity/Q73585525,Freeman H. Owens,,G03B27/475,
US1802944,US,https://patents.google.com/patent/US1802944A/en,1925-04-26,1931-04-28,Method and Apparatus for Trick Motion-Picture-Film Production,http://www.wikidata.org/entity/Q73430534,Max B. Handschiegl,,G03B15/08,
US1803404,US,https://patents.google.com/patent/US1803404A/en,1926-10-02,1931-05-05,Motion-Picture-Film-Printing Apparatus,http://www.wikidata.org/entity/Q73424433,Freeman H. Owens,,G03B27/16,
US1805511,US,https://patents.google.com/patent/US1805511A/en,1927-06-18,1931-05-19,Apparatus for Making Animated Pictures,http://www.wikidata.org/entity/Q73424439,Arthur Wiltsee Carpenter,Audio Cinema Inc,G03B19/18; G03B15/08; G03B21/32,WestheimerF13; WestheimerF14
US1806452,US,https://patents.google.com/patent/US1806452A/en,1928-01-31,1931-05-19,Method of Producing Alpha Background for Moving Pictures,http://www.wikidata.org/entity/Q73424444,Fred Fulgora,,G03B15/08,WestheimerF13
US1808584,US,https://patents.google.com/patent/US1808584A/en,1921-09-09,1931-06-02,Color Photography,http://www.wikidata.org/entity/Q73585528,Leonard T. Troland,Comstock & Wescott,G03C7/26,WestheimerF14
US1808743,US,https://patents.google.com/patent/US1808743A/en,1926-07-06,1931-06-09,Method of Modifying Photographs By Printing,http://www.wikidata.org/entity/Q73424448,James T. Barkelew,Paramount Publix Corp,G03C5/02,WestheimerF13; WestheimerF14
US1813428,US,https://patents.google.com/patent/US1813428A/en,1926-12-20,1931-07-07,Method and Means for Making Dissolves and Effects in Motion Pictures,http://www.wikidata.org/entity/Q73424451,John F. Seitz,,G03B15/08,WestheimerF13
US1813436,US,https://patents.google.com/patent/US1813436A/en,1928-08-16,1931-07-07,Method of Producing Multipose Pictures,http://www.wikidata.org/entity/Q73424455,Charles William Bhosys,,G03B15/08; Y10S430/153,WestheimerF13; WestheimerF14
US1813689,US,https://patents.google.com/patent/US1813689A/en,1926-08-17,1931-07-07,Photostatic Printing Apparatus,http://www.wikidata.org/entity/Q73424460,Ellis Weisker,,G03B27/60,WestheimerF13
US1814310,US,https://patents.google.com/patent/US1814310A/en,1928-01-03,1931-07-14,Method of Reproducing Multicolor Designs,http://www.wikidata.org/entity/Q73424464,Frank Hart,,B44C1/04; Y10S430/152,WestheimerF13
US1814525,US,https://patents.google.com/patent/US1814525A/en,1927-07-18,1931-07-14,Continuous Printer,http://www.wikidata.org/entity/Q73424465,Freeman H. Owens,,G03B27/50,
US1815251,US,https://patents.google.com/patent/US1815251A/en,1927-03-07,1931-07-21,Method of Producing Motion Picture Films,http://www.wikidata.org/entity/Q73424466,Frank Lyle Goldman,Audio Cinema Inc,G03B15/08,WestheimerF13
US1815455,US,https://patents.google.com/patent/US1815455A/en,1926-09-03,1931-07-21,Method of Producing Motion Pictures,http://www.wikidata.org/entity/Q73585530,Fred Waller,Paramount Publix Corp,G03D15/00,WestheimerF13; WestheimerF14
US1817320,US,https://patents.google.com/patent/US1817320A/en,1929-11-26,1931-08-04,Motion Picture Printing Apparatus,http://www.wikidata.org/entity/Q73424469,Freeman H. Owens,,G03B27/475,
US1818354,US,https://patents.google.com/patent/US1818354A/en,1925-12-19,1931-08-11,Composite Photographic Method and Apparatus,http://www.wikidata.org/entity/Q73430571,Roy Pomeroy,Paramount Publix Corp,G03B15/08,PatentPool; HinelineProcess; WestheimerF13
US1819883,US,https://patents.google.com/patent/US1819883A/en,1925-04-03,1931-08-18,Method and Means for Producing Films,http://www.wikidata.org/entity/Q73430573,Max Fleischer,Out of the Inkwell Films Inc,G03B15/08,WestheimerF13
US1821626,US,https://patents.google.com/patent/US1821626A/en,1927-03-04,1931-09-01,Producing Projection Pictures,http://www.wikidata.org/entity/Q73424478,Fritz Fleischer,,G03B21/003,WestheimerF13
US1822417,US,https://patents.google.com/patent/US1822417A/en,1929-05-14,1931-09-08,Optical Printer,http://www.wikidata.org/entity/Q73585534,Freeman H. Owens,,G03B27/50,
US1824353,US,https://patents.google.com/patent/US1824353A/en,1927-09-22,1931-09-22,Screen for Showing Projected Images in Lighted Rooms and for Short Exposure Photography,http://www.wikidata.org/entity/Q73424490,Rasmus Olaf Jonas Jensen,,G03B21/602,
US1826299,US,https://patents.google.com/patent/US1826299A/en,1929-01-22,1931-10-06,Photographic Camera,http://www.wikidata.org/entity/Q73585535,Benjamin D. Chamberlin,Eastman Kodak Comp,G03B17/245; G03B2217/243,WestheimerF13
US1826664,US,https://patents.google.com/patent/US1826664A/en,1929-05-23,1931-10-06,Indicating Device for Document Photographing Apparatus,http://www.wikidata.org/entity/Q73424498,Roy S. Hopkins,Eastman Kodak Comp,G03B27/521,WestheimerF13
US1827282,US,https://patents.google.com/patent/US1827282A/en,1924-11-07,1931-10-13,Method of and Apparatus for Producing Motion Picture Films,http://www.wikidata.org/entity/Q73424504,Oscar Chouinard,Motion Picture Improvements Inc,G03B15/08,HinelineProcess; WestheimerF13
US1827924,US,https://patents.google.com/patent/US1827924A/en,1928-04-09,1931-10-20,Picture Process,http://www.wikidata.org/entity/Q73430596,Frank D. Williams,,G03C5/12,HinelineProcess; WestheimerF13
US1828236,US,https://patents.google.com/patent/US1828236A/en,1929-08-27,1931-10-20,Method of Producing Visual Effects,http://www.wikidata.org/entity/Q73424510,A. C. Watson,,G09F13/36; Y10S40/902,
US1830634,US,https://patents.google.com/patent/US1830634A/en,1929-12-06,1931-11-03,Picture Making Apparatus,http://www.wikidata.org/entity/Q73424518,Joseph K. Bauer,,G03B27/06,WestheimerF14
US1834257,US,https://patents.google.com/patent/US1834257A/en,1928-04-03,1931-12-01,Production of Cinematographic Transformation and Trick Effects,http://www.wikidata.org/entity/Q73424520,Andreas Schilling,GAF Chemicals Corp,G03B15/08,WestheimerF13
US1836038,US,https://patents.google.com/patent/US1836038A/en,1926-09-10,1931-12-15,Projection Printer,http://www.wikidata.org/entity/Q73424524,Freeman H. Owens,,G03B27/475,
US1839318,US,https://patents.google.com/patent/US1839318A/en,1929-08-06,1932-01-05,Time Study Method and Apparatus,http://www.wikidata.org/entity/Q73424534,Allen D. Jennings,,G03B15/08,WestheimerF13
US1840669,US,https://patents.google.com/patent/US1840669A/en,1923-01-02,1932-01-12,Process of Making Double Exposures,http://www.wikidata.org/entity/Q73430609,Max B. Handschiegl,,G03B15/08,HinelineProcess; WestheimerF13
US1840670,US,https://patents.google.com/patent/US1840670A/en,1926-10-11,1932-01-12,Trick Method of Producing Composite Negatives,http://www.wikidata.org/entity/Q73430612,Max B. Handschiegl,Bessie Handschiegl,G03B15/08,HinelineProcess; WestheimerF13
US1841274,US,https://patents.google.com/patent/US1841274A/en,1926-11-09,1932-01-12,Preparation of Photogravure Copy and the Like,http://www.wikidata.org/entity/Q73424540,Ernest S. Ballard,,B41F13/187,WestheimerF14
GB365134,GB,http://worldwide.espacenet.com/publicationDetails/biblio?DB=EPODOC&II=0&ND=3&adjacent=true&locale=en_EP&FT=D&date=19320114&CC=GB&NR=365134A&KC=A,1930-08-14,1932-01-14,Method of Making Composite Photographs,http://www.wikidata.org/entity/Q73585538,Roy J. Pomeroy; Paramount Publix Corp,,,PatentPool
US1843551,US,https://patents.google.com/patent/US1843551A/en,1928-11-12,1932-02-02,Apparatus for Producing Ornamental Designs,http://www.wikidata.org/entity/Q73424549,Arthur Fruwirth,,G03F1/00,WestheimerF14
US1843172,US,https://patents.google.com/patent/US1843172A/en,1927-07-13,1932-02-02,Printing Apparatus,http://www.wikidata.org/entity/Q73424552,Freeman H. Owens,,G03B27/10,
FR719351,FR,http://v3.espacenet.com/publicationDetails/biblio?CC=FR&NR=719351A&KC=A&FT=D&date=19320204&DB=EPODOC&locale=fr_fr,1931-11-14,1932-02-04,Perfectionnements apportés aux procédés et dispositifs pour l'obtention de films cinématographiques étroits ou de dimensions réduites,http://www.wikidata.org/entity/Q73424556,Berthold Freund,,,
US1844162,US,https://patents.google.com/patent/US1844162A/en,1928-06-13,1932-02-09,Picture Distorting Apparatus,http://www.wikidata.org/entity/Q73424563,Charles J. Hirsch; Albert D. Trenor,"John Hays Hammond, Jr",G09C5/00,WestheimerF14
GB367401,GB,http://worldwide.espacenet.com/publicationDetails/biblio?DB=EPODOC&II=0&ND=3&adjacent=true&locale=en_EP&FT=D&date=19320215&CC=GB&NR=367401A&KC=A,1930-08-14,1932-02-15,Correction of Photographic Dye-Color Transparencies,http://www.wikidata.org/entity/Q73430639,Roy J. Pomeroy; Paramount Publix Corp,,,PatentPool
US1848378,US,https://patents.google.com/patent/US1848378A/en,1929-11-06,1932-03-08,Opaque Projection Apparatus,http://www.wikidata.org/entity/Q73424572,Harvey N. Ott,Spencer Lens Co,G03B21/06,WestheimerF13
US1849549,US,https://patents.google.com/patent/US1849549A/en,1930-07-09,1932-03-15,Optical Printing Apparatus,http://www.wikidata.org/entity/Q73424575,Freeman H. Owens,,G03B31/00,
US1852894,US,https://patents.google.com/patent/US1852894A/en,1927-07-18,1932-04-05,Optical Printer,http://www.wikidata.org/entity/Q73585541,Freeman H. Owens,,G03B27/475,
US1853683,US,https://patents.google.com/patent/US1853683A/en,1929-11-16,1932-04-12,Printing for Color Photography,http://www.wikidata.org/entity/Q73424579,Albert S. Howell,Bell & Howell Comp,G03C7/14,WestheimerF14
US1856886,US,https://patents.google.com/patent/US1856886A/en,1928-11-02,1932-05-03,Synchronized Sound and Photography,http://www.wikidata.org/entity/Q73424585,Harrison W. Rogers,,G03B31/00,WestheimerF14
